uuid,molecule,fragments,linker,anchor_1,anchor_2,energy,idx,keep
37,O=C([O-])c1cc(C(=O)[O-])c(F)c(-c2cc(F)c(-c3cc(C(=O)[O-])cc(C(=O)[O-])c3F)c(F)c2F)c1,O=C([O-])c1ccc(F)c(C(=O)[O-])c1.O=C([O-])c1ccc(F)c(C(=O)[O-])c1,Fc1ccc(F)c(F)c1,11,24,63.4179087907185,37,True
48,Cc1cc(-c2cc(C(=O)[O-])c(C)c(C(=O)[O-])c2C)c(C)c(C)c1-c1c(C)c(C(=O)[O-])cc(C(=O)[O-])c1C,Cc1cc(C)c(C(=O)[O-])cc1C(=O)[O-].Cc1ccc(C(=O)[O-])c(C)c1C(=O)[O-],Cc1ccc(C)c(C)c1,13,21,112.07729078492204,48,True
64,Cc1cc(-c2cc(C(=O)[O-])cc(C(=O)[O-])c2C)cc(C)c1-c1cc(C(=O)[O-])c(C)c(C(=O)[O-])c1,Cc1c(C(=O)[O-])cccc1C(=O)[O-].Cc1ccc(C(=O)[O-])cc1C(=O)[O-],Cc1cccc(C)c1,12,20,88.0587804870802,64,True
79,Cc1cc(-c2cc(C(=O)[O-])c(C)c(C(=O)[O-])c2C)cc(C)c1-c1cc(C(=O)[O-])c(C)c(C(=O)[O-])c1C,Cc1ccc(C(=O)[O-])c(C)c1C(=O)[O-].Cc1ccc(C(=O)[O-])c(C)c1C(=O)[O-],Cc1cccc(C)c1,7,21,107.60084496611076,79,True
95,Cc1cc(-c2c(C)c(C(=O)[O-])cc(C(=O)[O-])c2C)c(C)c(C)c1-c1c(C)c(C(=O)[O-])cc(C(=O)[O-])c1C,Cc1cc(C)c(C(=O)[O-])cc1C(=O)[O-].Cc1cc(C)c(C(=O)[O-])cc1C(=O)[O-],Cc1ccc(C)c(C)c1,13,27,109.6998967826082,95,True
106,Cc1cc(-c2c(C)cc(-c3ccc(C(=O)[O-])c(C)c3C)cc2C)cc(C)c1C(=O)[O-],Cc1cccc(C(=O)[O-])c1C.Cc1cccc(C)c1C(=O)[O-],Cc1cccc(C)c1,8,14,87.30605197859107,106,True
0,O=C([O-])c1ccc(-c2c(Cl)cc(-c3c(Cl)cc(C(=O)[O-])c(Cl)c3Cl)c(Cl)c2Cl)c(Cl)c1Cl,O=C([O-])c1cc(Cl)cc(Cl)c1Cl.O=C([O-])c1cccc(Cl)c1Cl,Clc1ccc(Cl)c(Cl)c1,7,18,71.9976938103086,0,True
7,Cc1cc(-c2c(C)c(C(=O)[O-])cc(C(=O)[O-])c2C)c(C)c(C)c1-c1cc(C(=O)[O-])c(C)c(C(=O)[O-])c1C,Cc1cc(C)c(C(=O)[O-])cc1C(=O)[O-].Cc1ccc(C(=O)[O-])c(C)c1C(=O)[O-],Cc1ccc(C)c(C)c1,13,21,112.70769482734512,7,True
20,Cc1cc(-c2c(C)c(C(=O)[O-])c(C)c(C(=O)[O-])c2C)ccc1-c1cc(C(=O)[O-])cc(C(=O)[O-])c1C,Cc1cc(C)c(C(=O)[O-])c(C)c1C(=O)[O-].Cc1ccc(C(=O)[O-])cc1C(=O)[O-],Cc1ccccc1,8,27,102.7935384637086,20,True
37,Cc1cc(-c2c(C)c(C(=O)[O-])c(C)c(C(=O)[O-])c2C)c(C)c(C)c1-c1cc(C(=O)[O-])c(C)c(C(=O)[O-])c1C,Cc1cc(C)c(C(=O)[O-])c(C)c1C(=O)[O-].Cc1ccc(C(=O)[O-])c(C)c1C(=O)[O-],Cc1ccc(C)c(C)c1,8,22,123.98859174975378,37,True
50,Cc1c(C)c(-c2c(C)c(C(=O)[O-])cc(C(=O)[O-])c2C)c(C)c(C)c1-c1cc(C(=O)[O-])cc(C(=O)[O-])c1,Cc1cc(C)c(C(=O)[O-])cc1C(=O)[O-].O=C([O-])c1cccc(C(=O)[O-])c1,Cc1cc(C)c(C)cc1C,13,24,99.4040563349584,50,True
65,Cc1cc(C(=O)[O-])c(C)c(C)c1-c1nnc(-c2ccc(C(=O)[O-])cc2)nn1,Cc1cc(C)c(C)c(C(=O)[O-])c1.O=C([O-])c1ccccc1,c1nncnn1,11,18,65.69657589812645,65,True
75,Cc1cc(-c2cc(C(=O)[O-])cc(C(=O)[O-])c2C)ccc1-c1cc(C(=O)[O-])c(C)c(C(=O)[O-])c1C,Cc1ccc(C(=O)[O-])c(C)c1C(=O)[O-].Cc1ccc(C(=O)[O-])cc1C(=O)[O-],Cc1ccccc1,12,20,92.7087845613442,75,True
89,Cc1c(C(=O)[O-])cc(C(=O)[O-])cc1-c1c(C)c(C)c(-c2cc(C(=O)[O-])c(C)c(C(=O)[O-])c2C)c(C)c1C,Cc1ccc(C(=O)[O-])c(C)c1C(=O)[O-].Cc1ccc(C(=O)[O-])cc1C(=O)[O-],Cc1cc(C)c(C)cc1C,12,20,110.57767265758513,89,True
104,Fc1cc(-c2ccnc(F)c2F)ccc1-c1c(F)cnc(F)c1F,Fc1cccnc1F.Fc1cnc(F)c(F)c1,Fc1ccccc1,8,14,48.97770666583623,104,True
0,O=C([O-])c1cc(F)c(-c2ccc(-c3cc(F)c(C(=O)[O-])c(F)c3F)c(F)c2)c(F)c1,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1cc(F)cc(F)c1,Fc1ccccc1,7,19,57.22601991394666,0,True
13,Cc1nc(C)c(C)c(-c2ccc(-c3ccncc3)cc2)c1C,Cc1cc(C)c(C)nc1C.c1ccncc1,c1ccccc1,7,12,61.46020754378056,13,True
18,O=C([O-])c1ccc(-c2ccc(-c3cc(F)c(C(=O)[O-])c(F)c3F)cc2F)c(F)c1F,O=C([O-])c1c(F)ccc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccccc1,7,18,57.657018104196254,18,True
31,CCCC(C#CC(=O)[O-])=CC#CC(=O)[O-],C#CC(=O)[O-].C#CC(=O)[O-],C=CCCC,4,9,3.972584727379825,31,True
44,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])c(F)c3F)cc2F)c(F)c1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccc(F)cc1,6,17,57.066310580029416,44,True
56,O=C([O-])c1ccc(C=C(F)c2ccc(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1ccccc1F,C=CF,6,16,42.82978058930064,56,True
68,Cc1cc(-c2c(C)c(C(=O)[O-])cc(C(=O)[O-])c2C)cc(C)c1-c1cc(C(=O)[O-])cc(C(=O)[O-])c1C,Cc1cc(C)c(C(=O)[O-])cc1C(=O)[O-].Cc1ccc(C(=O)[O-])cc1C(=O)[O-],Cc1cccc(C)c1,13,26,93.54438217164856,68,True
82,Cc1c(C(=O)[O-])cc(-c2c(C)c(C)c(-c3c(C)c(C(=O)[O-])cc(C(=O)[O-])c3C)c(C)c2C)c(C)c1C(=O)[O-],Cc1cc(C)c(C(=O)[O-])cc1C(=O)[O-].Cc1ccc(C(=O)[O-])c(C)c1C(=O)[O-],Cc1cc(C)c(C)cc1C,13,21,120.25586939950249,82,True
95,O=C([O-])c1ccc(C(F)=C(F)c2ccc(C(=O)[O-])c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1F,FC=CF,6,16,43.482039438986575,95,True
0,Cc1cc(-c2nnc(-c3ccc(C(=O)[O-])c(C)c3)nn2)ccc1C(=O)[O-],Cc1ccccc1C(=O)[O-].Cc1ccccc1C(=O)[O-],c1nncnn1,3,13,55.39995011026081,0,True
7,O=C([O-])c1cc(C(=O)[O-])c(Br)c(-c2c(Br)cc(-c3cc(C(=O)[O-])c(Br)c(C(=O)[O-])c3Br)c(Br)c2Br)c1,O=C([O-])c1ccc(Br)c(C(=O)[O-])c1.O=C([O-])c1ccc(Br)c(C(=O)[O-])c1Br,Brc1ccc(Br)c(Br)c1,11,18,84.23562635590852,7,True
20,O=C([O-])c1cc(-c2cc(Br)c(-c3c(Br)c(C(=O)[O-])cc(C(=O)[O-])c3Br)cc2Br)c(Br)c(C(=O)[O-])c1Br,O=C([O-])c1cc(C(=O)[O-])c(Br)cc1Br.O=C([O-])c1ccc(Br)c(C(=O)[O-])c1Br,Brc1ccc(Br)cc1,11,19,87.57312627253052,20,True
32,FC(=Cc1cc(F)nc(F)c1F)c1ccncc1F,Fc1ccc(F)c(F)n1.Fc1cccnc1,C=CF,3,15,35.16602845598872,32,True
40,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])c(F)c3F)cc2F)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1F,Fc1ccc(F)cc1,6,17,55.83203276395584,40,True
55,O=C([O-])c1ccc(-c2ccc(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3Cl)cc2Cl)cc1Cl,O=C([O-])c1c(Cl)ccc(Cl)c1Cl.O=C([O-])c1ccccc1Cl,Clc1ccccc1,7,18,68.03425829571712,55,True
68,Clc1cc(-c2ccc(-c3ccncc3Cl)c(Cl)c2)c(Cl)c(Cl)n1,Clc1ccc(Cl)c(Cl)n1.Clc1cccnc1,Clc1ccccc1,3,15,51.73670903042444,68,True
74,O=C([O-])c1cc(Cl)c(-c2nnc(-c3ccc(C(=O)[O-])c(Cl)c3Cl)nn2)cc1Cl,O=C([O-])c1cc(Cl)ccc1Cl.O=C([O-])c1cccc(Cl)c1Cl,c1nncnn1,7,17,60.18509881381667,74,True
80,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2F)cc1,O=C([O-])c1cccc(F)c1F.O=C([O-])c1ccccc1,Fc1ccccc1,6,17,54.27447570707262,80,True
0,Fc1cc(-c2ccc(-c3ccncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cccnc1,Fc1ccccc1,3,14,47.32470665462046,0,True
12,Clc1cc(-c2nnc(-c3cc(Cl)nc(Cl)c3Cl)nn2)c(Cl)c(Cl)n1,Clc1ccc(Cl)c(Cl)n1.Clc1ccc(Cl)c(Cl)n1,c1nncnn1,3,12,46.30169244080405,12,True
16,O=C([O-])c1cc(C(=O)[O-])cc(-c2ccc(-c3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc2)c1,O=C([O-])c1cccc(C(=O)[O-])c1.O=C([O-])c1cccc(C(=O)[O-])c1,c1ccccc1,10,22,56.75779461437619,16,True
32,Cc1cc(-c2nnc(-c3c(C)cc(C(=O)[O-])c(C)c3C)nn2)cc(C)c1C(=O)[O-],Cc1cc(C)c(C)c(C(=O)[O-])c1.Cc1cccc(C)c1C(=O)[O-],c1nncnn1,11,15,78.40042613669254,32,True
45,O=C([O-])c1cc(Cl)c(-c2cc(Cl)c(-c3c(Cl)cc(C(=O)[O-])c(Cl)c3Cl)c(Cl)c2Cl)c(Cl)c1,O=C([O-])c1cc(Cl)cc(Cl)c1.O=C([O-])c1cc(Cl)cc(Cl)c1Cl,Clc1ccc(Cl)c(Cl)c1,7,19,66.87559537820272,45,True
52,Clc1cc(-c2c(Cl)cnc(Cl)c2Cl)ccc1-c1ccnc(Cl)c1Cl,Clc1cccnc1Cl.Clc1cnc(Cl)c(Cl)c1,Clc1ccccc1,8,14,54.226924455518734,52,True
56,O=C([O-])c1cc(C(=O)[O-])c(F)c(-c2ccc(-c3cc(C(=O)[O-])c(F)c(C(=O)[O-])c3F)cc2)c1,O=C([O-])c1ccc(F)c(C(=O)[O-])c1.O=C([O-])c1ccc(F)c(C(=O)[O-])c1F,c1ccccc1,11,18,63.953570395821785,56,True
70,Cc1cc(-c2ccc(-c3ccncc3)cc2)c(C)c(C)n1,Cc1ccc(C)c(C)n1.c1ccncc1,c1ccccc1,3,11,54.96302246343989,70,True
75,Cc1cc(-c2ccc(-c3c(C)cc(C(=O)[O-])c(C)c3C)c(C)c2)ccc1C(=O)[O-],Cc1cc(C)c(C)c(C(=O)[O-])c1.Cc1ccccc1C(=O)[O-],Cc1ccccc1,11,15,80.00720403211058,75,True
0,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2F)cc1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1,Fc1ccccc1F,6,15,53.90846882004464,0,True
12,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1F,Fc1ccccc1,6,17,55.0568073231936,12,True
25,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.82234338923456,25,True
38,NC(=Cc1ccc(C(=O)[O-])cc1N)c1ccc(C(=O)[O-])c(N)c1,Nc1cccc(C(=O)[O-])c1.Nc1ccccc1C(=O)[O-],C=CN,9,13,52.83311409737583,38,True
50,Fc1cc(-c2c(F)cnc(F)c2F)c(F)cc1-c1c(F)cnc(F)c1F,Fc1cnc(F)c(F)c1.Fc1cnc(F)c(F)c1,Fc1ccc(F)cc1,8,17,50.48033854091307,50,True
57,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])cc3F)cc2F)cc1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1,Fc1ccc(F)cc1,6,15,53.81499697415518,57,True
70,O=C([O-])c1cc(-c2c(F)cc(-c3c(F)c(C(=O)[O-])cc(C(=O)[O-])c3F)cc2F)c(F)c(C(=O)[O-])c1F,O=C([O-])c1cc(C(=O)[O-])c(F)cc1F.O=C([O-])c1ccc(F)c(C(=O)[O-])c1F,Fc1cccc(F)c1,11,19,67.4026539994716,70,True
88,O=C([O-])c1cc(-c2cc(F)c(-c3cc(C(=O)[O-])c(F)c(C(=O)[O-])c3F)c(F)c2)c(F)c(C(=O)[O-])c1F,O=C([O-])c1ccc(F)c(C(=O)[O-])c1F.O=C([O-])c1ccc(F)c(C(=O)[O-])c1F,Fc1cccc(F)c1,5,19,68.12374412112956,88,True
102,O=C([O-])c1ccc(-c2cc(Cl)c(-c3ccc(C(=O)[O-])c(Cl)c3)cc2Cl)cc1,O=C([O-])c1ccccc1.O=C([O-])c1ccccc1Cl,Clc1ccc(Cl)cc1,6,16,59.22576737347966,102,True
0,c1ccc(-c2cc(-c3ccnc(-c4ccccc4)c3-c3ccccc3)ccn2)cc1,c1ccc(-c2cccnc2-c2ccccc2)cc1.c1ccccc1,c1ccncc1,8,21,81.21319629393187,0,True
14,CCC(=Cc1cc(CC)c(C(=O)[O-])c(CC)c1CC)c1ccc(C(=O)[O-])c(CC)c1,CCc1ccc(CC)c(C(=O)[O-])c1CC.CCc1ccccc1C(=O)[O-],C=CCC,4,19,75.17053548211628,14,True
33,Cc1cc(-c2cc(C(=O)[O-])c(C)c(C(=O)[O-])c2C)ccc1-c1cc(C(=O)[O-])c(C)c(C(=O)[O-])c1C,Cc1ccc(C(=O)[O-])c(C)c1C(=O)[O-].Cc1ccc(C(=O)[O-])c(C)c1C(=O)[O-],Cc1ccccc1,7,21,104.73407460097762,33,True
48,Cc1cc(-c2c(C)c(C)c(C(=O)[O-])c(C)c2C)cc(C)c1-c1c(C)cc(C(=O)[O-])c(C)c1C,Cc1cc(C)c(C)c(C(=O)[O-])c1.Cc1cc(C)c(C)c(C(=O)[O-])c1C,Cc1cccc(C)c1,4,24,106.03090492344332,48,True
56,Cc1cc(-c2cc(C)c(-c3ccc(C(=O)[O-])cc3)c(C)c2)c(C)cc1C(=O)[O-],Cc1ccc(C)c(C(=O)[O-])c1.O=C([O-])c1ccccc1,Cc1cccc(C)c1,3,17,70.7029027205576,56,True
65,O=C([O-])c1ccc(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2)cc1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1ccccc1F,Fc1ccccc1,7,18,55.96822968918871,65,True
72,Clc1cc(-c2ccc(-c3ccnc(Cl)c3)c(Cl)c2)ccn1,Clc1ccccn1.Clc1ccccn1,Clc1ccccc1,3,10,47.14417749669753,72,True
82,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)c(F)c2F)cc1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1ccccc1F,Fc1ccccc1F,6,16,56.27423765497721,82,True
97,O=C([O-])c1cc(F)c(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2)c(F)c1,O=C([O-])c1cc(F)cc(F)c1.O=C([O-])c1cccc(F)c1F,c1ccccc1,7,17,55.10129654923527,97,True
