uuid,molecule,fragments,linker,anchor_1,anchor_2,energy
0,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.82234338923456
1,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.82343523803426
2,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.82343526264373
3,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.824295421487236
4,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.84025442689428
5,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.840664979928995
6,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.84171448868806
7,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.84216246276906
8,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.842570701404135
9,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.929142038214636
10,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.92998813533951
11,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.93748433620416
12,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3F)c(F)c2)c(F)c1,O=C([O-])c1cccc(F)c1.O=C([O-])c1cccc(F)c1,Fc1ccccc1,6,16,53.948341290668935
13,O=C([O-])c1ccc(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccccc1F,7,18,57.9060615579479
14,O=C([O-])c1ccc(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccccc1F,7,18,57.906294227022464
15,O=C([O-])c1ccc(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccccc1F,7,18,57.92684343330439
16,O=C([O-])c1ccc(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccccc1F,7,18,57.99980527384048
17,O=C([O-])c1ccc(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccccc1F,7,18,58.00843090062471
18,O=C([O-])c1ccc(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccccc1F,7,18,58.00846214994004
19,O=C([O-])c1ccc(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccccc1F,7,18,58.008669146807236
20,O=C([O-])c1ccc(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccccc1F,7,18,58.06927441187069
21,O=C([O-])c1ccc(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccccc1F,7,18,58.08095628937326
22,O=C([O-])c1ccc(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccccc1F,7,18,58.08095634187563
23,O=C([O-])c1ccc(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccccc1F,7,18,58.08133277116582
24,O=C([O-])c1ccc(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)c(F)c1F,O=C([O-])c1cc(F)cc(F)c1F.O=C([O-])c1cccc(F)c1F,Fc1ccccc1F,7,18,58.08979215009203
25,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2c(CCC)cc(C(=O)[O-])cc2CCC)nn1,CCCc1cc(CCC)cc(C(=O)[O-])c1.CCCc1cccc(C(=O)[O-])c1,c1nncnn1,14,26,64.91427746686412
26,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2c(CCC)cc(C(=O)[O-])cc2CCC)nn1,CCCc1cc(CCC)cc(C(=O)[O-])c1.CCCc1cccc(C(=O)[O-])c1,c1nncnn1,14,26,65.00178226404341
27,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2c(CCC)cc(C(=O)[O-])cc2CCC)nn1,CCCc1cc(CCC)cc(C(=O)[O-])c1.CCCc1cccc(C(=O)[O-])c1,c1nncnn1,14,26,65.34811360452285
28,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2c(CCC)cc(C(=O)[O-])cc2CCC)nn1,CCCc1cc(CCC)cc(C(=O)[O-])c1.CCCc1cccc(C(=O)[O-])c1,c1nncnn1,14,26,65.348714203893
29,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2c(CCC)cc(C(=O)[O-])cc2CCC)nn1,CCCc1cc(CCC)cc(C(=O)[O-])c1.CCCc1cccc(C(=O)[O-])c1,c1nncnn1,14,26,65.44523470354646
30,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2c(CCC)cc(C(=O)[O-])cc2CCC)nn1,CCCc1cc(CCC)cc(C(=O)[O-])c1.CCCc1cccc(C(=O)[O-])c1,c1nncnn1,14,26,65.53708270204677
31,CCCc1cc(C(=O)[O-])ccc1-c1nnc(-c2c(CCC)cc(C(=O)[O-])cc2CCC)nn1,CCCc1cc(CCC)cc(C(=O)[O-])c1.CCCc1cccc(C(=O)[O-])c1,c1nncnn1,14,26,65.71688278696297
