uuid,molecule,fragments,linker,anchor_1,anchor_2,energy
0,CCc1cnc(CC)c(CC)c1-c1nnc(-c2c(CC)cnc(CC)c2CC)nn1,CCc1cnc(CC)c(CC)c1.CCc1cnc(CC)c(CC)c1,c1nncnn1,11,23,72.03339855624193
1,CCc1cnc(CC)c(CC)c1-c1nnc(-c2c(CC)cnc(CC)c2CC)nn1,CCc1cnc(CC)c(CC)c1.CCc1cnc(CC)c(CC)c1,c1nncnn1,11,23,72.14325777478622
2,CCc1cnc(CC)c(CC)c1-c1nnc(-c2c(CC)cnc(CC)c2CC)nn1,CCc1cnc(CC)c(CC)c1.CCc1cnc(CC)c(CC)c1,c1nncnn1,11,23,72.36272750059722
3,CCc1cnc(CC)c(CC)c1-c1nnc(-c2c(CC)cnc(CC)c2CC)nn1,CCc1cnc(CC)c(CC)c1.CCc1cnc(CC)c(CC)c1,c1nncnn1,11,23,73.39122186744451
4,CCc1cnc(CC)c(CC)c1-c1nnc(-c2c(CC)cnc(CC)c2CC)nn1,CCc1cnc(CC)c(CC)c1.CCc1cnc(CC)c(CC)c1,c1nncnn1,11,23,73.59560915823009
5,CCc1cnc(CC)c(CC)c1-c1nnc(-c2c(CC)cnc(CC)c2CC)nn1,CCc1cnc(CC)c(CC)c1.CCc1cnc(CC)c(CC)c1,c1nncnn1,11,23,73.80294197194598
6,CCc1cnc(CC)c(CC)c1-c1nnc(-c2c(CC)cnc(CC)c2CC)nn1,CCc1cnc(CC)c(CC)c1.CCc1cnc(CC)c(CC)c1,c1nncnn1,11,23,73.8804406657794
7,CCc1cnc(CC)c(CC)c1-c1nnc(-c2c(CC)cnc(CC)c2CC)nn1,CCc1cnc(CC)c(CC)c1.CCc1cnc(CC)c(CC)c1,c1nncnn1,11,23,73.90649655734593
8,CCc1cnc(CC)c(CC)c1-c1nnc(-c2c(CC)cnc(CC)c2CC)nn1,CCc1cnc(CC)c(CC)c1.CCc1cnc(CC)c(CC)c1,c1nncnn1,11,23,73.9480196194226
9,CCc1cnc(CC)c(CC)c1-c1nnc(-c2c(CC)cnc(CC)c2CC)nn1,CCc1cnc(CC)c(CC)c1.CCc1cnc(CC)c(CC)c1,c1nncnn1,11,23,73.98352264251164
