uuid,molecule,fragments,linker,anchor_1,anchor_2,energy
0,Fc1cc(-c2ccc(-c3c(F)cncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cncc(F)c1,Fc1ccccc1,3,15,48.11433436065361
1,Fc1cc(-c2ccc(-c3c(F)cncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cncc(F)c1,Fc1ccccc1,3,15,48.11433436463534
2,Fc1cc(-c2ccc(-c3c(F)cncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cncc(F)c1,Fc1ccccc1,3,15,48.11433436523252
3,Fc1cc(-c2ccc(-c3c(F)cncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cncc(F)c1,Fc1ccccc1,3,15,48.114334373027674
4,Fc1cc(-c2ccc(-c3c(F)cncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cncc(F)c1,Fc1ccccc1,3,15,48.11433437498666
5,Fc1cc(-c2ccc(-c3c(F)cncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cncc(F)c1,Fc1ccccc1,3,15,48.11433437862372
6,Fc1cc(-c2ccc(-c3c(F)cncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cncc(F)c1,Fc1ccccc1,3,15,48.114334379054796
7,Fc1cc(-c2ccc(-c3c(F)cncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cncc(F)c1,Fc1ccccc1,3,15,48.1143343932716
8,Fc1cc(-c2ccc(-c3c(F)cncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cncc(F)c1,Fc1ccccc1,3,15,48.13297555855684
9,Fc1cc(-c2ccc(-c3c(F)cncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cncc(F)c1,Fc1ccccc1,3,15,48.132975561531254
10,Fc1cc(-c2ccc(-c3c(F)cncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cncc(F)c1,Fc1ccccc1,3,15,48.13297556345269
11,Fc1cc(-c2ccc(-c3c(F)cncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cncc(F)c1,Fc1ccccc1,3,15,48.13297556758304
12,Fc1cc(-c2ccc(-c3c(F)cncc3F)cc2F)cc(F)n1,Fc1cccc(F)n1.Fc1cncc(F)c1,Fc1ccccc1,3,15,48.13297559011059
13,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])cc3F)c(F)c2)cc1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1,Fc1cccc(F)c1,6,15,53.595153313504035
14,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])cc3F)c(F)c2)cc1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1,Fc1cccc(F)c1,6,15,53.59515331662458
15,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])cc3F)c(F)c2)cc1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1,Fc1cccc(F)c1,6,15,53.59515332971186
16,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])cc3F)c(F)c2)cc1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1,Fc1cccc(F)c1,6,15,53.59515454183718
17,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])cc3F)c(F)c2)cc1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1,Fc1cccc(F)c1,6,15,53.59515454968755
18,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])cc3F)c(F)c2)cc1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1,Fc1cccc(F)c1,6,15,53.595154737703666
19,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])cc3F)c(F)c2)cc1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1,Fc1cccc(F)c1,6,15,53.59551900220597
20,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])cc3F)c(F)c2)cc1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1,Fc1cccc(F)c1,6,15,53.595519020212485
21,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])cc3F)c(F)c2)cc1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1,Fc1cccc(F)c1,6,15,53.595519029096714
22,O=C([O-])c1ccc(-c2cc(F)c(-c3ccc(C(=O)[O-])cc3F)c(F)c2)cc1,O=C([O-])c1cccc(F)c1.O=C([O-])c1ccccc1,Fc1cccc(F)c1,6,15,53.59552032865322
23,O=C([O-])c1c(F)cc(C=C(F)c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1c(F)cccc1F,C=CF,8,20,46.851293210704426
24,O=C([O-])c1c(F)cc(C=C(F)c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1c(F)cccc1F,C=CF,8,20,46.8512932255124
25,O=C([O-])c1c(F)cc(C=C(F)c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1c(F)cccc1F,C=CF,8,20,46.8512932290319
26,O=C([O-])c1c(F)cc(C=C(F)c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1c(F)cccc1F,C=CF,8,20,46.85139832123487
27,O=C([O-])c1c(F)cc(C=C(F)c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1c(F)cccc1F,C=CF,8,20,46.85139833039513
28,O=C([O-])c1c(F)cc(C=C(F)c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1c(F)cccc1F,C=CF,8,20,46.851398343220666
29,O=C([O-])c1c(F)cc(C=C(F)c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1c(F)cccc1F,C=CF,8,20,47.309254123193604
30,O=C([O-])c1c(F)cc(C=C(F)c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1c(F)cccc1F,C=CF,8,20,47.30925413132224
31,O=C([O-])c1c(F)cc(C=C(F)c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1c(F)cccc1F,C=CF,8,20,47.30925641220534
32,O=C([O-])c1c(F)cc(C=C(F)c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1c(F)cccc1F,C=CF,8,20,47.30925645965894
33,O=C([O-])c1c(F)cc(C=C(F)c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1F,O=C([O-])c1c(F)c(F)cc(F)c1F.O=C([O-])c1c(F)cccc1F,C=CF,8,20,47.30931689156698
34,Cc1cc(-c2nnc(-c3c(C)cc(C(=O)[O-])cc3C)nn2)ccc1C(=O)[O-],Cc1cc(C)cc(C(=O)[O-])c1.Cc1ccccc1C(=O)[O-],c1nncnn1,10,14,60.868140255027846
35,Cc1cc(-c2nnc(-c3c(C)cc(C(=O)[O-])cc3C)nn2)ccc1C(=O)[O-],Cc1cc(C)cc(C(=O)[O-])c1.Cc1ccccc1C(=O)[O-],c1nncnn1,10,14,60.86814123224036
36,Cc1cc(-c2nnc(-c3c(C)cc(C(=O)[O-])cc3C)nn2)ccc1C(=O)[O-],Cc1cc(C)cc(C(=O)[O-])c1.Cc1ccccc1C(=O)[O-],c1nncnn1,10,14,60.86814124176016
37,Cc1cc(-c2nnc(-c3c(C)cc(C(=O)[O-])cc3C)nn2)ccc1C(=O)[O-],Cc1cc(C)cc(C(=O)[O-])c1.Cc1ccccc1C(=O)[O-],c1nncnn1,10,14,60.86814125474637
38,Cc1cc(-c2nnc(-c3c(C)cc(C(=O)[O-])cc3C)nn2)ccc1C(=O)[O-],Cc1cc(C)cc(C(=O)[O-])c1.Cc1ccccc1C(=O)[O-],c1nncnn1,10,14,60.868241669808825
39,Cc1cc(-c2nnc(-c3c(C)cc(C(=O)[O-])cc3C)nn2)ccc1C(=O)[O-],Cc1cc(C)cc(C(=O)[O-])c1.Cc1ccccc1C(=O)[O-],c1nncnn1,10,14,61.06998005030168
40,Cc1cc(-c2nnc(-c3c(C)cc(C(=O)[O-])cc3C)nn2)ccc1C(=O)[O-],Cc1cc(C)cc(C(=O)[O-])c1.Cc1ccccc1C(=O)[O-],c1nncnn1,10,14,61.06998006144348
41,Cc1cc(-c2nnc(-c3c(C)cc(C(=O)[O-])cc3C)nn2)ccc1C(=O)[O-],Cc1cc(C)cc(C(=O)[O-])c1.Cc1ccccc1C(=O)[O-],c1nncnn1,10,14,61.06998010008958
42,Cc1cc(-c2nnc(-c3c(C)cc(C(=O)[O-])cc3C)nn2)ccc1C(=O)[O-],Cc1cc(C)cc(C(=O)[O-])c1.Cc1ccccc1C(=O)[O-],c1nncnn1,10,14,61.06998104303484
43,Cc1cc(C(=O)[O-])cc(C)c1-c1nnc(-c2ccc(C(=O)[O-])c(C)c2C)nn1,Cc1cc(C)cc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1C,c1nncnn1,8,21,72.46394562401
44,Cc1cc(C(=O)[O-])cc(C)c1-c1nnc(-c2ccc(C(=O)[O-])c(C)c2C)nn1,Cc1cc(C)cc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1C,c1nncnn1,8,21,72.46394562810819
45,Cc1cc(C(=O)[O-])cc(C)c1-c1nnc(-c2ccc(C(=O)[O-])c(C)c2C)nn1,Cc1cc(C)cc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1C,c1nncnn1,8,21,72.46394571723037
46,Cc1cc(C(=O)[O-])cc(C)c1-c1nnc(-c2ccc(C(=O)[O-])c(C)c2C)nn1,Cc1cc(C)cc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1C,c1nncnn1,8,21,72.46394586009437
47,Cc1cc(C(=O)[O-])cc(C)c1-c1nnc(-c2ccc(C(=O)[O-])c(C)c2C)nn1,Cc1cc(C)cc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1C,c1nncnn1,8,21,72.46394729939013
48,Cc1cc(C(=O)[O-])cc(C)c1-c1nnc(-c2ccc(C(=O)[O-])c(C)c2C)nn1,Cc1cc(C)cc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1C,c1nncnn1,8,21,72.5304518248514
49,Cc1cc(C(=O)[O-])cc(C)c1-c1nnc(-c2ccc(C(=O)[O-])c(C)c2C)nn1,Cc1cc(C)cc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1C,c1nncnn1,8,21,72.5304518256503
50,Cc1cc(C(=O)[O-])cc(C)c1-c1nnc(-c2ccc(C(=O)[O-])c(C)c2C)nn1,Cc1cc(C)cc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1C,c1nncnn1,8,21,72.53045182814567
51,Cc1cc(C(=O)[O-])cc(C)c1-c1nnc(-c2ccc(C(=O)[O-])c(C)c2C)nn1,Cc1cc(C)cc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1C,c1nncnn1,8,21,72.53045189189977
52,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3Br)nn2)cc1,O=C([O-])c1cccc(Br)c1.O=C([O-])c1ccccc1,c1nncnn1,6,15,46.65185338680729
53,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3Br)nn2)cc1,O=C([O-])c1cccc(Br)c1.O=C([O-])c1ccccc1,c1nncnn1,6,15,46.65294678928298
54,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3Br)nn2)cc1,O=C([O-])c1cccc(Br)c1.O=C([O-])c1ccccc1,c1nncnn1,6,15,46.65295481715591
55,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3Br)nn2)cc1,O=C([O-])c1cccc(Br)c1.O=C([O-])c1ccccc1,c1nncnn1,6,15,47.43234854482894
56,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3Br)nn2)cc1,O=C([O-])c1cccc(Br)c1.O=C([O-])c1ccccc1,c1nncnn1,6,15,47.43234891304536
57,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3Br)nn2)cc1,O=C([O-])c1cccc(Br)c1.O=C([O-])c1ccccc1,c1nncnn1,6,15,47.43235780690114
58,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3Br)nn2)cc1,O=C([O-])c1cccc(Br)c1.O=C([O-])c1ccccc1,c1nncnn1,6,15,47.434198008980296
59,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3Br)nn2)cc1,O=C([O-])c1cccc(Br)c1.O=C([O-])c1ccccc1,c1nncnn1,6,15,47.43419837277137
60,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3Br)nn2)cc1,O=C([O-])c1cccc(Br)c1.O=C([O-])c1ccccc1,c1nncnn1,6,15,47.43420651894076
61,O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3Br)nn2)cc1,O=C([O-])c1cccc(Br)c1.O=C([O-])c1ccccc1,c1nncnn1,6,15,47.434206793423705
62,Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])cc2C)nn1,Cc1cccc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1,c1nncnn1,9,19,55.67160228133979
63,Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])cc2C)nn1,Cc1cccc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1,c1nncnn1,9,19,55.671602335035004
64,Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])cc2C)nn1,Cc1cccc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1,c1nncnn1,9,19,55.67417248375762
65,Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])cc2C)nn1,Cc1cccc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1,c1nncnn1,9,19,55.674172499675684
66,Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])cc2C)nn1,Cc1cccc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1,c1nncnn1,9,19,55.674172537699036
67,Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])cc2C)nn1,Cc1cccc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1,c1nncnn1,9,19,55.676742694120485
68,Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])cc2C)nn1,Cc1cccc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1,c1nncnn1,9,19,55.71967454898936
69,Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])cc2C)nn1,Cc1cccc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1,c1nncnn1,9,19,55.722270347001306
70,Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])cc2C)nn1,Cc1cccc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1,c1nncnn1,9,19,55.72227034836784
71,Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])cc2C)nn1,Cc1cccc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1,c1nncnn1,9,19,55.722270368122444
72,Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])cc2C)nn1,Cc1cccc(C(=O)[O-])c1.Cc1cccc(C(=O)[O-])c1,c1nncnn1,9,19,55.72486614303789
73,Cc1cc(-c2nnc(-c3ccncc3C)nn2)c(C)cn1,Cc1ccc(C)nc1.Cc1cccnc1,c1nncnn1,3,14,50.812247969970514
74,Cc1cc(-c2nnc(-c3ccncc3C)nn2)c(C)cn1,Cc1ccc(C)nc1.Cc1cccnc1,c1nncnn1,3,14,50.81224797179455
75,Cc1cc(-c2nnc(-c3ccncc3C)nn2)c(C)cn1,Cc1ccc(C)nc1.Cc1cccnc1,c1nncnn1,3,14,50.85606019281426
76,Cc1cc(-c2nnc(-c3ccncc3C)nn2)c(C)cn1,Cc1ccc(C)nc1.Cc1cccnc1,c1nncnn1,3,14,50.85606021682705
77,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2)c(F)c1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1cccc(F)c1F,c1ccccc1,6,17,55.530338458377074
78,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2)c(F)c1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1cccc(F)c1F,c1ccccc1,6,17,55.5406096041798
79,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2)c(F)c1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1cccc(F)c1F,c1ccccc1,6,17,55.6064755398781
80,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2)c(F)c1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1cccc(F)c1F,c1ccccc1,6,17,55.61207367511822
81,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2)c(F)c1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1cccc(F)c1F,c1ccccc1,6,17,55.622337306044074
82,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2)c(F)c1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1cccc(F)c1F,c1ccccc1,6,17,55.622337361797136
83,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2)c(F)c1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1cccc(F)c1F,c1ccccc1,6,17,55.627599768594514
84,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2)c(F)c1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1cccc(F)c1F,c1ccccc1,6,17,55.688206211070785
85,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2)c(F)c1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1cccc(F)c1F,c1ccccc1,6,17,55.70933078465613
86,O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2)c(F)c1F,O=C([O-])c1cccc(F)c1F.O=C([O-])c1cccc(F)c1F,c1ccccc1,6,17,55.70933090895275
87,Cc1cc(C(=O)[O-])ccc1-c1ccc(-c2c(C)c(C)c(C(=O)[O-])c(C)c2C)cc1C,Cc1cc(C)c(C)c(C(=O)[O-])c1C.Cc1cccc(C(=O)[O-])c1,Cc1ccccc1,4,22,89.07665212823476
88,Cc1cc(C(=O)[O-])ccc1-c1ccc(-c2c(C)c(C)c(C(=O)[O-])c(C)c2C)cc1C,Cc1cc(C)c(C)c(C(=O)[O-])c1C.Cc1cccc(C(=O)[O-])c1,Cc1ccccc1,4,22,89.07667537359593
89,Cc1cc(C(=O)[O-])ccc1-c1ccc(-c2c(C)c(C)c(C(=O)[O-])c(C)c2C)cc1C,Cc1cc(C)c(C)c(C(=O)[O-])c1C.Cc1cccc(C(=O)[O-])c1,Cc1ccccc1,4,22,89.07888124403136
90,Cc1cc(C(=O)[O-])ccc1-c1ccc(-c2c(C)c(C)c(C(=O)[O-])c(C)c2C)cc1C,Cc1cc(C)c(C)c(C(=O)[O-])c1C.Cc1cccc(C(=O)[O-])c1,Cc1ccccc1,4,22,89.08632643740741
91,Cc1cc(C(=O)[O-])ccc1-c1ccc(-c2c(C)c(C)c(C(=O)[O-])c(C)c2C)cc1C,Cc1cc(C)c(C)c(C(=O)[O-])c1C.Cc1cccc(C(=O)[O-])c1,Cc1ccccc1,4,22,89.08641565164305
92,Cc1cc(C(=O)[O-])ccc1-c1ccc(-c2c(C)c(C)c(C(=O)[O-])c(C)c2C)cc1C,Cc1cc(C)c(C)c(C(=O)[O-])c1C.Cc1cccc(C(=O)[O-])c1,Cc1ccccc1,4,22,89.0883103429517
93,Cc1cc(C(=O)[O-])ccc1-c1ccc(-c2c(C)c(C)c(C(=O)[O-])c(C)c2C)cc1C,Cc1cc(C)c(C)c(C(=O)[O-])c1C.Cc1cccc(C(=O)[O-])c1,Cc1ccccc1,4,22,89.0883105187582
94,Cc1cc(C(=O)[O-])ccc1-c1ccc(-c2c(C)c(C)c(C(=O)[O-])c(C)c2C)cc1C,Cc1cc(C)c(C)c(C(=O)[O-])c1C.Cc1cccc(C(=O)[O-])c1,Cc1ccccc1,4,22,89.08832486424191
